Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
0,-8.061600,-53.492168,3483057.082121,-808072.359588,-5263954.581094,2044009.805184,4.859127
1,-3.061600,-60.992168,2852718.775717,96548.499115,-5684673.715788,1935025.554648,4.859127
2,-4.311600,-54.117168,3736053.112919,-281675.909556,-5144398.674537,1610892.662780,4.007372
3,-4.311600,-54.117168,3599707.282859,-370349.030966,-5234588.074009,1610892.662780,3.180923
4,-4.311600,-54.117168,3668423.080517,-326936.592905,-5189883.289978,1610892.662780,1.590462
5,-4.311600,-54.117168,3564190.534791,-261388.322244,-5265170.566715,1610892.662780,0.877772
6,-4.311600,-54.117168,3633676.750028,-282678.871591,-5216676.222203,1610892.662780,0.575077
7,-4.311600,-54.117168,3693138.352849,-259772.484569,-5176225.029712,1610892.662780,0.492615
8,-4.311600,-54.117168,3714645.962767,-270671.906418,-5160359.053695,1610892.662780,0.246307
9,-4.311600,-54.117168,3706502.281108,-293270.435189,-5164946.998918,1610892.662780,0.246307
10,-4.311600,-54.117168,3757359.024992,-292783.853002,-5128344.194531,1610892.662780,0.246307
11,-4.311600,-54.117168,3766741.011212,-284110.654116,-5121988.457918,1610892.662780,0.159015
12,-4.311600,-54.117168,3756737.099704,-285670.399412,-5129195.196242,1610892.662780,0.128219
13,-4.311600,-54.117168,3751729.734890,-286445.317600,-5132791.533462,1610892.662780,0.119285
14,-4.311600,-54.117168,3750633.889844,-288413.787604,-5133477.505457,1610892.662780,0.088702
15,-4.360247,-53.986634,3747540.691804,-285742.141715,-5135869.258993,1581100.852763,0.079829
16,-4.366581,-54.001003,3746219.103381,-286057.977347,-5136809.420922,1576667.793350,0.063395
17,-4.337507,-54.055493,3741469.285384,-283785.693160,-5140371.997806,1569301.662221,0.032180
18,-4.337507,-54.055493,3745693.010361,-285331.584906,-5137230.611775,1569301.662221,0.027124
19,-4.337507,-54.055493,3744900.537482,-285307.925803,-5137805.769273,1569301.662221,0.022715
20,-4.337507,-54.055493,3744439.245166,-284938.968987,-5138160.055711,1569301.662221,0.019176
21,-4.337507,-54.055493,3743927.606185,-284834.942955,-5138536.107159,1569301.662221,0.016124
22,-4.337507,-54.055493,3743568.989138,-284624.522796,-5138807.207584,1569301.662221,0.013608
23,-4.337507,-54.055493,3743223.474595,-284519.933911,-5139062.961581,1569301.662221,0.011459
24,-4.337507,-54.055493,3742957.757230,-284388.605894,-5139262.420659,1569301.662221,0.009667
25,-4.337507,-54.055493,3742718.549798,-284303.496030,-5139440.139542,1569301.662221,0.008146
26,-4.337507,-54.055493,3742525.874151,-284216.568474,-5139584.283448,1569301.662221,0.006869
27,-4.337507,-54.055493,3742358.090948,-284152.290486,-5139709.167498,1569301.662221,0.005790
28,-4.337507,-54.055493,3742219.799728,-284092.764022,-5139812.452611,1569301.662221,0.004882
29,-4.337507,-54.055493,3742101.329963,-284045.747987,-5139900.710219,1569301.662221,0.004115
30,-4.337507,-54.055493,3742002.563084,-284004.234131,-5139974.413186,1569301.662221,0.003470
31,-4.337507,-54.055493,3741918.633771,-283970.349989,-5140036.964866,1569301.662221,0.002925
32,-4.337507,-54.055493,3741848.266072,-283941.123722,-5140089.452248,1569301.662221,0.002466
33,-4.337507,-54.055493,3741788.708120,-283916.876274,-5140133.848488,1569301.662221,0.002079
34,-4.337507,-54.055493,3741738.633807,-283896.202132,-5140171.190216,1569301.662221,0.001753
35,-4.337507,-54.055493,3741696.335560,-283878.910474,-5140202.723039,1569301.662221,0.001478
36,-4.337507,-54.055493,3741660.723349,-283864.250919,-5140229.276592,1569301.662221,0.001246
37,-4.337507,-54.055493,3741630.670823,-283851.940507,-5140251.681023,1569301.662221,0.001050
38,-4.337507,-54.055493,3741605.351338,-283841.533343,-5140270.558646,1569301.662221,0.000886
39,-4.337507,-54.055493,3741583.995026,-283832.776500,-5140286.480082,1569301.662221,0.000747
40,-4.337507,-54.055493,3741565.996080,-283825.383817,-5140299.899120,1569301.662221,0.000629
41,-4.337507,-54.055493,3741550.818099,-283819.157303,-5140311.214503,1569301.662221,0.000531
42,-4.337507,-54.055493,3741538.024067,-283813.904388,-5140320.752801,1569301.662221,0.000447
43,-4.337507,-54.055493,3741527.236523,-283809.477942,-5140328.795020,1569301.662221,0.000377
44,-4.337507,-54.055493,3741518.142589,-283805.744901,-5140335.574690,1569301.662221,0.000318
45,-4.337507,-54.055493,3741510.475310,-283802.598437,-5140341.290693,1569301.662221,0.000268
46,-4.337507,-54.055493,3741504.011508,-283799.945315,-5140346.109512,1569301.662221,0.000226
47,-4.337507,-54.055493,3741498.561906,-283797.708812,-5140350.172206,1569301.662221,0.000191
48,-4.337507,-54.055493,3741493.967596,-283795.823133,-5140353.597280,1569301.662221,0.000161
49,-4.337507,-54.055493,3741490.094212,-283794.233467,-5140356.484890,1569301.662221,0.000135
50,-4.337507,-54.055493,3741486.828707,-283792.893214,-5140358.919325,1569301.662221,0.000114
51,-4.337507,-54.055493,3741484.075636,-283791.763321,-5140360.971735,1569301.662221,0.000096
52,-4.337507,-54.055493,3741481.754614,-283790.810723,-5140362.702053,1569301.662221,0.000081
