Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
0,-1.872757,72.789764,1891934.024718,-61861.361495,6070341.537410,1.447112,8.819171
1,165.627243,84.710236,-571513.374320,146450.071222,6329498.793085,1.163597,13.642255
2,165.627243,84.710236,-1142945.284215,-12512.843423,6253844.063260,1.163597,13.642255
3,165.627243,84.710236,-2188661.592332,361261.473601,5959907.040638,1.163597,8.819171
4,165.627243,84.710236,-1536630.864969,219317.680158,6165638.192952,1.163597,7.120003
5,145.002243,81.585236,-767104.341735,537087.489046,6287865.959536,1.114740,12.040153
6,145.002243,81.585236,-1112949.549332,327643.443029,6250704.259631,1.114740,9.520286
7,131.642868,72.288361,-1293301.178179,1454486.838048,6053552.631881,1.074232,13.697323
8,87.775681,71.702423,77953.802602,2006986.822848,6033343.409682,0.954777,24.859891
9,74.416306,62.405548,2996905.172662,2437546.264102,5058174.403714,0.867918,24.859891
10,74.416306,62.405548,-626327.661007,2132278.408485,5958394.522970,0.867918,13.697323
11,74.416306,62.405548,1550302.472939,2283133.660955,5730894.191039,0.867918,13.697323
12,74.416306,62.405548,572115.985929,2373461.806029,5872611.438876,0.867918,9.520286
13,74.416306,62.405548,222296.597407,2667705.295215,5769766.463471,0.867918,5.147628
14,86.584274,56.370392,210948.862145,3534287.754478,5287393.431431,0.839764,6.586882
15,71.027634,47.649689,1399472.145433,4070739.061389,4690725.348725,0.750740,9.017026
16,71.027634,47.649689,565806.803235,4741902.777651,4213690.929094,0.750740,9.017026
17,58.166306,21.155548,3138819.985885,5055757.256296,2287464.725466,0.690473,15.263870
18,58.166306,21.155548,1395717.241977,4834399.640979,3906193.988075,0.690473,12.909903
19,61.034958,11.514435,3539918.557821,5255783.334850,-723067.179984,0.635813,12.909903
20,61.034958,11.514435,2241582.566567,5217037.816666,2895162.409804,0.635813,7.369798
21,75.342514,15.718231,1553954.780431,5941280.525116,1716735.083642,0.634269,8.851970
22,71.069290,-13.494568,2012463.476508,5867660.380809,-1478664.410824,0.607522,14.221127
23,67.120430,6.313133,2464852.451094,5840932.330765,696686.678005,0.591463,12.629969
24,67.120430,6.313133,1936960.195582,6039691.734815,669269.581391,0.591463,9.532646
25,67.120430,6.313133,2138437.500467,5995304.148733,-403666.487637,0.591463,5.096532
26,67.120430,6.313133,2490906.875030,5870501.139536,-114639.996170,0.591463,4.497642
27,67.120430,6.313133,2315030.137695,5942903.115115,-56110.587863,0.591463,3.436788
28,67.120430,6.313133,2444255.352988,5890291.435998,103162.175755,0.591463,3.014381
29,67.120430,6.313133,2387965.367013,5911716.244609,172232.745772,0.591463,2.429926
30,67.120430,6.313133,2428686.910408,5881476.264028,434826.600946,0.591463,1.214963
31,67.120430,6.313133,2447353.055226,5862484.187111,565876.026356,0.591463,0.607481
32,67.120430,6.313133,2456250.299424,5852027.151744,631314.652905,0.591463,0.303741
33,67.120430,6.313133,2460588.472626,5846559.325368,664009.422082,0.591463,0.151870
34,67.120430,6.313133,2462729.762424,5843765.706451,680350.293110,0.591463,0.075935
35,67.120430,6.313133,2463793.435170,5842353.985983,688519.053062,0.591463,0.037968
36,67.120430,6.313133,2464323.525643,5841644.399939,692603.008251,0.591463,0.018984
37,67.120430,6.313133,2464588.134047,5841288.675708,694644.878913,0.591463,0.009492
38,67.120430,6.313133,2464720.328997,5841110.580821,695665.787418,0.591463,0.004746
39,67.120430,6.313133,2464786.399153,5841021.475189,696176.234953,0.591463,0.002373
40,67.120430,6.313133,2464819.427401,5840976.907826,696431.457039,0.591463,0.001186
41,67.120430,6.313133,2464835.939817,5840954.620508,696559.067662,0.591463,0.000593
42,67.120430,6.313133,2464844.195598,5840943.475939,696622.872868,0.591463,0.000297
43,67.120430,6.313133,2464848.323382,5840937.903428,696654.775445,0.591463,0.000148
44,67.120430,6.313133,2464850.387247,5840935.117115,696670.726727,0.591463,0.000074
45,67.120430,6.313133,2464851.419173,5840933.723945,696678.702366,0.591463,0.000037
46,67.120430,6.313133,2464851.935134,5840933.027356,696682.690186,0.591463,0.000019
47,67.120430,6.313133,2464852.193114,5840932.679061,696684.684095,0.591463,0.000009
48,67.120430,6.313133,2464852.322104,5840932.504913,696685.681050,0.591463,0.000005
49,67.120430,6.313133,2464852.386599,5840932.417839,696686.179527,0.591463,0.000002
50,67.120430,6.313133,2464852.418847,5840932.374302,696686.428766,0.591463,0.000001
51,67.120430,6.313133,2464852.434971,5840932.352533,696686.553385,0.591463,0.000001
52,67.120430,6.313133,2464852.442465,5840932.346121,696686.580447,0.591463,0.000001
53,67.120430,6.313133,2464852.446780,5840932.338443,696686.629226,0.591463,0.000000
54,67.120430,6.313133,2464852.449448,5840932.337157,696686.630562,0.591463,0.000000
55,67.120430,6.313133,2464852.452017,5840932.331720,696686.666812,0.591463,0.000000
56,67.120430,6.313133,2464852.451556,5840932.331242,696686.672408,0.591463,0.000000
57,67.120430,6.313133,2464852.450798,5840932.332482,696686.664745,0.591463,0.000000
58,67.120430,6.313133,2464852.451325,5840932.331004,696686.675206,0.591463,0.000000
59,67.120430,6.313133,2464852.451168,5840932.330336,696686.681320,0.591463,0.000000
60,67.120430,6.313133,2464852.451210,5840932.330884,696686.676606,0.591463,0.000000
61,67.120430,6.313133,2464852.451152,5840932.330825,696686.677305,0.591463,0.000000
62,67.120430,6.313133,2464852.451057,5840932.330980,696686.676347,0.591463,0.000000
63,67.120430,6.313133,2464852.451114,5840932.330848,696686.677241,0.591463,0.000000
64,67.120430,6.313133,2464852.451081,5840932.330893,696686.676985,0.591463,0.000000
65,67.120430,6.313133,2464852.451104,5840932.330807,696686.677623,0.591463,0.000000
66,67.120430,6.313133,2464852.451099,5840932.330786,696686.677814,0.591463,0.000000
67,67.120430,6.313133,2464852.451103,5840932.330754,696686.678069,0.591463,0.000000
68,67.120430,6.313133,2464852.451097,5840932.330775,696686.677909,0.591463,0.000000
69,67.120430,6.313133,2464852.451095,5840932.330757,696686.678068,0.591463,0.000000
70,67.120430,6.313133,2464852.451095,5840932.330760,696686.678041,0.591463,0.000000
71,67.120430,6.313133,2464852.451095,5840932.330762,696686.678027,0.591463,0.000000
72,67.120430,6.313133,2464852.451095,5840932.330763,696686.678016,0.591463,0.000000
73,67.120430,6.313133,2464852.451095,5840932.330764,696686.678011,0.591463,0.000000
74,67.120430,6.313133,2464852.451095,5840932.330764,696686.678010,0.591463,0.000000
75,67.120430,6.313133,2464852.451095,5840932.330764,696686.678008,0.591463,0.000000
76,67.120430,6.313133,2464852.451094,5840932.330765,696686.678003,0.591463,0.000000
77,67.120430,6.313133,2464852.451094,5840932.330766,696686.677999,0.591463,0.000000
