Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
0,-170.345047,10.538528,-6118906.697765,-1373900.950981,1158860.531919,2241249.066342,2.000000
1,-170.345047,10.538528,-6136183.467704,-1126748.737637,1321571.206027,2241249.066342,1.457738
2,-170.345047,10.538528,-6159942.574441,-1089484.790128,1240320.104388,2241249.066342,0.728869
3,-170.345047,10.538528,-6174963.294943,-1175698.241687,1077206.205838,2241249.066342,0.728869
4,-170.345047,10.538528,-6166188.956994,-1163575.719008,1138464.672101,2241249.066342,0.601106
5,-170.345047,10.538528,-6172620.383768,-1039721.812794,1219974.220072,2241249.066342,0.601106
6,-169.852859,10.585403,-6172226.756026,-1104681.179608,1163957.603343,2239246.908980,0.361914
7,-169.419266,9.483841,-6184559.073153,-1155256.510969,1043981.653747,2221492.450587,0.633800
8,-169.419266,9.483841,-6173566.605047,-1208175.933994,1049095.030796,2221492.450587,0.633800
9,-169.419266,9.483841,-6182881.342419,-1258653.644954,928755.884387,2221492.450587,0.633800
10,-168.941727,9.243607,-6178958.575657,-1207590.996208,1017764.913977,2211301.459426,0.588732
11,-169.867508,10.298294,-6171921.756599,-1026789.111335,1234281.270219,2209939.656844,0.588732
12,-169.375320,10.345169,-6167549.256058,-1156975.343243,1137827.107688,2183861.952792,0.633800
13,-169.375320,10.345169,-6163747.021473,-1053466.593941,1252394.322048,2183861.952792,0.633800
14,-169.375320,10.345169,-6153459.367735,-1106193.760995,1257476.818135,2183861.952792,0.633800
15,-169.237625,10.643997,-6158836.380644,-1170669.825745,1170327.867690,2177994.779412,0.524982
16,-169.237625,10.643997,-6170747.068851,-1221389.627771,1050373.267596,2177994.779412,0.524982
17,-169.237625,10.643997,-6163778.204010,-1215589.374353,1096679.842873,2177994.779412,0.494047
18,-169.040604,10.305618,-6161454.920833,-1193134.735259,1133523.242964,2177660.143830,0.247023
19,-169.139114,10.474808,-6160182.559308,-1181903.405457,1151930.481105,2175578.435142,0.123512
20,-169.139114,10.474808,-6160358.461908,-1187153.222828,1145616.545966,2175578.435142,0.072359
21,-169.139114,10.474808,-6162228.470404,-1188616.551491,1134061.255066,2175578.435142,0.072359
22,-169.147675,10.344528,-6162916.229358,-1181473.265240,1137757.373372,2175049.143594,0.076480
23,-169.147675,10.344528,-6160852.139545,-1174761.121789,1155624.691259,2175049.143594,0.076480
24,-169.147675,10.344528,-6163593.557588,-1174329.543456,1141453.099518,2175049.143594,0.076480
25,-169.132179,10.066986,-6167938.227798,-1184165.492938,1107544.427594,2175023.855976,0.143849
26,-169.132179,10.066986,-6164527.861940,-1178576.513122,1132054.876161,2175023.855976,0.121786
27,-169.154298,10.179556,-6166245.495567,-1181372.523468,1119801.771535,2175012.766854,0.060893
28,-169.149862,9.958299,-6170356.178552,-1182655.347572,1095705.846954,2174807.115638,0.090836
29,-169.191881,10.072810,-6169058.139342,-1177716.795761,1108178.644181,2174702.217596,0.092292
30,-169.204018,9.687551,-6176489.836937,-1177779.500894,1066198.393262,2174222.030266,0.163193
31,-169.294125,9.723943,-6177667.655202,-1167938.440742,1070166.009087,2173893.980578,0.179560
32,-169.363454,8.971622,-6192359.479475,-1162957.176196,988062.107174,2172799.113396,0.352485
33,-169.453561,9.008014,-6201737.262581,-1140656.269750,954905.450017,2172678.749339,0.352485
34,-169.637272,7.521568,-6220473.508196,-1137488.209858,829352.697376,2171269.254050,0.701613
35,-169.637272,7.521568,-6221735.059279,-1127609.912367,833342.677062,2171269.254050,0.701613
36,-170.139854,4.603263,-6263788.535756,-1088716.987195,508466.004820,2169178.275997,1.401543
37,-170.139854,4.603263,-6262385.467388,-1098622.060956,504454.543536,2169178.275997,1.401543
38,-170.094800,4.585067,-6244189.773668,-1113545.656227,669122.033900,2168378.109314,0.700772
39,-170.094800,4.585067,-6278521.132462,-1068009.715916,345477.691297,2168378.109314,0.700772
40,-170.094800,4.585067,-6267689.692698,-1084854.387403,467244.173261,2168378.109314,0.629924
41,-170.094800,4.585067,-6272369.552501,-1078716.341653,416191.610769,2168378.109314,0.340479
42,-170.094800,4.585067,-6268994.819361,-1084012.071356,451529.988665,2168378.109314,0.213791
43,-170.094800,4.585067,-6266899.220389,-1086854.476406,473122.077364,2168378.109314,0.208740
44,-170.094800,4.585067,-6266501.724699,-1087854.018484,476060.879240,2168378.109314,0.207459
45,-170.156439,4.267046,-6266936.184236,-1087395.281704,471398.269611,2168367.013079,0.143765
46,-170.138659,4.367693,-6265772.974414,-1089196.502102,482496.249838,2168344.153774,0.135219
47,-170.121175,4.451218,-6264740.714842,-1090986.683244,491705.184586,2168335.024158,0.076660
48,-170.121175,4.451218,-6266102.324361,-1088744.614292,479249.919529,2168335.024158,0.048780
