Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
0,87.528603,86.066940,18927.687789,438538.929740,6341680.784439,450109297897.282288,11.303883
1,77.528603,63.566940,614792.423237,2779715.654703,5688388.847139,356050907857.211243,17.280368
2,77.528603,63.566940,-68922.502524,783283.989968,6308260.845369,356050907857.211243,12.265155
3,83.778603,47.629440,466670.650861,4280885.609137,4689208.449874,246365324611.955688,16.152888
4,83.778603,47.629440,85297.092914,2262659.783330,5942702.797970,246365324611.955688,10.092683
5,102.372353,48.215378,-912312.761778,4159004.435807,4732867.435408,119415648665.839523,12.846740
6,103.544228,5.227097,-1487562.952999,6175142.615974,577197.035187,44002086575.436317,22.070783
7,141.317665,-15.095169,-4808213.251611,3849671.860809,-1650269.435333,9723890138.820257,31.996797
8,132.460243,-31.508743,-3674309.890679,4015395.810505,-3314152.759197,3426987792.330361,22.043755
9,132.460243,-31.508743,-3170339.831291,5443562.897368,-995250.868904,3426987792.330361,12.843839
10,153.561317,-37.566483,-3892519.497793,669998.657480,-4991205.278207,1766091450.116331,12.843839
11,153.561317,-37.566483,-4574968.161753,3553286.886219,-2660715.365636,1766091450.116331,10.073976
12,153.561317,-37.566483,-5247113.225907,1577674.180812,-3253923.882624,1766091450.116331,10.073976
13,150.288765,-29.518349,-4824497.332198,2753098.648374,-3124024.742234,757527311.105484,6.537629
14,146.254913,-34.876558,-4355800.923066,2909912.866739,-3626715.442419,318332357.266236,4.485578
15,150.916578,-34.881968,-4577491.505932,2546064.571875,-3627132.869746,292390531.850986,3.263878
16,149.437255,-32.198806,-4652167.626264,2747202.867802,-3379367.172589,60496436.250384,2.319400
17,149.437255,-32.198806,-4488742.809395,2781412.586790,-3565824.725286,60496436.250384,1.586939
18,147.781589,-32.364475,-4562352.148896,2875114.338435,-3394752.342591,24342107.298078,1.149303
19,148.412669,-33.245057,-4548863.212266,2797093.050031,-3476984.879919,3736275.491328,0.822380
20,148.412669,-33.245057,-4506919.433272,2879296.425112,-3464097.715522,3736275.491328,0.561950
21,148.412669,-33.245057,-4545345.158389,2856739.545300,-3432729.155480,3736275.491328,0.450256
22,148.484015,-32.957748,-4567215.230752,2800546.140693,-3450317.728682,749501.878030,0.343966
23,148.149535,-32.935920,-4551744.424116,2827754.490317,-3448162.122951,326493.421609,0.201327
24,148.149535,-32.935920,-4554183.834618,2805619.465867,-3463109.471062,326493.421609,0.155491
25,148.370571,-32.986840,-4560126.085271,2808637.971303,-3452994.248428,154072.213983,0.122611
26,148.312387,-33.028663,-4555057.846459,2811900.794835,-3456835.690154,74433.873652,0.100944
27,148.245507,-32.971836,-4554665.682821,2819006.604008,-3451530.187102,40955.347435,0.056473
28,148.233135,-33.006954,-4552250.257587,2818871.335866,-3454794.430602,18635.091496,0.041953
29,148.275854,-33.009029,-4554261.192100,2815421.102745,-3455000.500502,8497.877173,0.024765
30,148.250001,-32.989914,-4553964.363630,2818078.564434,-3453216.445588,5020.722800,0.019544
31,148.277824,-32.995730,-4555047.760921,2815690.941419,-3453768.400004,2948.791179,0.014991
