Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
96,153.652089,-0.002664,-5715548.183415,2830749.099886,-294.515743,0.061174,0.000000
103,153.651084,-0.006818,-5715498.474850,2830849.378288,-753.901202,0.061174,0.000000
103,153.651447,-0.000949,-5715516.444007,2830813.197294,-104.912460,0.061174,0.000000
128,153.650812,-0.007849,-5715485.033734,2830876.482926,-867.912150,0.061174,0.000000
98,153.651291,-0.000924,-5715508.772384,2830828.686634,-102.150641,0.061174,0.000000
92,153.652036,-0.002678,-5715545.568279,2830754.379920,-296.078449,0.061174,0.000000
97,153.650741,-0.006299,-5715481.528387,2830883.607821,-696.514634,0.061174,0.000000
93,153.652203,-0.000338,-5715553.817891,2830737.738497,-37.421933,0.061174,0.000000
99,153.651258,-0.001681,-5715507.139671,2830831.978828,-185.863834,0.061174,0.000000
89,153.650474,-0.005217,-5715468.360687,2830910.220017,-576.812225,0.061174,0.000000
121,153.651053,-0.005600,-5715496.988332,2830852.412470,-619.162666,0.061174,0.000000
100,153.650906,-0.000887,-5715489.721530,2830867.150569,-98.052730,0.061174,0.000000
101,153.651629,-0.000652,-5715525.441106,2830795.032779,-72.057048,0.061174,0.000000
103,153.651059,-0.006662,-5715497.236707,2830851.882668,-736.681742,0.061174,0.000000
104,153.652802,-0.007598,-5715583.383534,2830677.916333,-840.160160,0.061174,0.000000
93,153.651049,-0.005718,-5715496.794771,2830852.800367,-632.209390,0.061174,0.000000
97,153.650833,-0.003872,-5715486.130939,2830874.369031,-428.184704,0.061174,0.000000
91,153.650806,-0.003577,-5715484.788017,2830877.085147,-395.542260,0.061174,0.000000
92,153.651592,-0.005166,-5715523.598929,2830798.695137,-571.195571,0.061174,0.000000
102,153.652734,0.006094,-5715580.041969,2830684.708255,673.796209,0.061174,0.000000
94,153.650807,-0.001972,-5715484.836036,2830877.007563,-218.048827,0.061174,0.000000
100,153.649835,-0.002129,-5715436.816338,2830973.954920,-235.390891,0.061174,0.000000
102,153.651067,-0.005467,-5715497.640530,2830851.098865,-604.532795,0.061174,0.000000
95,153.651253,-0.009836,-5715506.815339,2830832.429446,-1087.662971,0.061174,0.000000
91,153.651127,-0.003400,-5715500.669729,2830845.022744,-375.962314,0.061174,0.000000
107,153.651042,-0.002107,-5715496.475477,2830853.506441,-232.986480,0.061174,0.000000
98,153.650989,-0.007260,-5715493.806255,2830858.790667,-802.741122,0.061174,0.000000
