Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
103,148.271913,-33.011610,-4553931.289187,2815650.106753,-3455237.884232,0.669771,0.000000
99,148.271940,-33.011622,-4553932.020384,2815647.578453,-3455238.973483,0.669771,0.000000
96,148.270962,33.001723,-4554131.541023,2815878.457214,3454118.917702,0.671427,0.000000
94,148.270977,33.001713,-4554132.786136,2815877.606122,3454117.976240,0.671427,0.000000
103,148.270975,33.001716,-4554132.544827,2815877.615384,3454118.284768,0.671427,0.000000
95,148.270979,33.001717,-4554132.675564,2815877.327494,3454118.346673,0.671427,0.000000
97,148.270982,33.001717,-4554132.837208,2815877.015365,3454118.387730,0.671427,0.000000
87,148.270975,33.001722,-4554132.261596,2815877.447676,3454118.791502,0.671427,0.000000
113,148.270980,33.001718,-4554132.687624,2815877.201192,3454118.433154,0.671427,0.000000
100,148.270932,33.001677,-4554132.443825,2815882.332428,3454114.597338,0.671427,0.000000
112,148.271919,-33.011625,-4553930.825547,2815649.163346,-3455239.254838,0.669771,0.000000
99,148.270911,33.001670,-4554131.760771,2815884.228264,3454113.956703,0.671427,0.000000
90,148.271950,-33.011605,-4553931.929433,2815646.485315,-3455236.306367,0.669771,0.000000
100,148.271949,-33.011597,-4553932.302076,2815646.819177,-3455235.548280,0.669771,0.000000
110,148.270982,33.001715,-4554132.986786,2815877.115308,3454118.110905,0.671427,0.000000
108,148.270978,33.001715,-4554132.777681,2815877.449031,3454118.114520,0.671427,0.000000
103,148.270976,33.001712,-4554132.809117,2815877.648671,3454117.911689,0.671427,0.000000
96,148.270987,33.001716,-4554133.155288,2815876.676161,3454118.245835,0.671427,0.000000
89,148.271949,-33.011595,-4553932.424689,2815646.869610,-3455235.346936,0.669771,0.000000
102,148.270967,33.001717,-4554132.093079,2815878.283403,3454118.335455,0.671427,0.000000
95,148.270980,33.001720,-4554132.585554,2815877.127323,3454118.626646,0.671427,0.000000
92,148.270982,33.001718,-4554132.825536,2815877.014953,3454118.403349,0.671427,0.000000
113,148.271916,-33.011617,-4553931.087893,2815649.713830,-3455238.465805,0.669771,0.000000
109,148.271954,-33.011607,-4553932.060966,2815646.099064,-3455236.446817,0.669771,0.000000
