Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size
0,155.377472,1.425545,-6005882.816157,2141259.915061,157612.641175,205371.815242,3.333333
1,152.877472,11.425545,-5564990.822766,2850511.309589,1255179.704752,100500.969466,5.651942
2,147.877472,11.425545,-4797610.960608,3798795.606618,1791946.314492,41890.718371,5.651942
3,147.877472,11.425545,-4888117.452461,3374923.738731,2315318.702598,41890.718371,5.651942
4,149.752472,13.925545,-5348899.889495,3119076.972830,1524987.578218,40300.223015,4.611655
5,147.096222,17.050545,-5121085.591776,3313457.876068,1858182.027962,33948.503054,2.556862
6,149.518097,23.613045,-5039095.275018,2966110.510090,2539072.674723,26659.358277,4.211832
7,149.518097,23.613045,-4772926.374979,3115962.453331,2852324.056207,26659.358277,4.211832
8,149.283722,33.300545,-4163474.945315,2367348.764153,4197975.424418,10033.907561,4.211832
9,148.131378,27.597420,-4803866.371962,2986494.570833,2937041.591970,4716.630940,4.021530
10,148.131378,27.597420,-4304001.157114,2700208.550019,3842598.980708,4716.630940,4.021530
11,148.131378,27.597420,-4547854.140722,2982309.992441,3321016.484553,4716.630940,4.021530
12,147.667511,33.437263,-4501861.305689,2849532.781704,3494529.772432,3995.725562,2.503589
13,148.476837,29.985115,-4713148.643004,2890842.742514,3168944.659422,1693.649928,2.420094
14,148.476837,29.985115,-4391297.354631,2742605.135914,3712461.442892,1693.649928,2.420094
15,148.476837,29.985115,-4613242.292188,2791425.777556,3395419.044483,1693.649928,2.420094
16,148.331268,33.501961,-4531201.481113,2795112.137086,3500515.634409,1398.368761,1.480462
17,148.404053,31.743538,-4624289.654923,2844431.107519,3336281.260134,369.626030,0.740231
18,148.472221,32.780067,-4575373.211805,2806844.504378,3433477.122015,125.691859,0.723985
19,148.472221,32.780067,-4633685.630751,2840463.910152,3326675.425263,125.691859,0.515673
20,148.472221,32.780067,-4616921.605082,2833150.235687,3355894.193634,125.691859,0.448731
21,148.472221,32.780067,-4600030.155812,2825738.461134,3385015.939157,125.691859,0.224366
22,148.472221,32.780067,-4571524.068490,2801145.780236,3443178.999136,125.691859,0.224366
23,148.472221,32.780067,-4573451.124926,2803995.691690,3438329.462292,125.691859,0.112183
24,148.472221,32.780067,-4568664.289174,2801376.760460,3446760.819803,125.691859,0.059278
25,148.472221,32.780067,-4572736.897932,2804054.147333,3439225.579592,125.691859,0.058639
26,148.472221,32.780067,-4572379.743284,2804083.309781,3439673.602355,125.691859,0.058479
27,148.472221,32.780067,-4573877.337282,2805464.262203,3436575.933443,125.691859,0.029239
28,148.472221,32.780067,-4575925.290408,2807174.678190,3432478.046470,125.691859,0.018817
29,148.472221,32.780067,-4575275.528583,2806664.643156,3433752.454968,125.691859,0.015128
30,148.472221,32.780067,-4574625.489501,2806154.472115,3435026.670478,125.691859,0.007564
31,148.472221,32.780067,-4575710.298493,2807122.010393,3432805.501182,125.691859,0.003823
32,148.472221,32.780067,-4575180.215515,2806660.771378,3433881.743670,125.691859,0.001911
33,148.472221,32.780067,-4575541.764905,2806983.261946,3433141.318297,125.691859,0.001911
34,148.471844,32.776997,-4575511.835954,2806971.055398,3433190.852200,125.599401,0.001596
35,148.471844,32.776997,-4575526.800475,2806977.158709,3433166.085285,125.599401,0.000798
36,148.471844,32.776997,-4575427.560529,2806901.676929,3433358.754746,125.599401,0.000798
37,148.471844,32.776997,-4575469.698851,2806936.366449,3433274.803892,125.599401,0.000399
38,148.471844,32.776997,-4575527.292390,2806986.110936,3433158.163661,125.599401,0.000205
39,148.471844,32.776997,-4575500.366502,2806962.001751,3433213.388128,125.599401,0.000103
40,148.471844,32.776997,-4575507.098024,2806968.029069,3433199.582045,125.599401,0.000100
41,148.471844,32.776997,-4575506.101238,2806966.528580,3433202.120171,125.599401,0.000050
42,148.471844,32.776997,-4575514.204914,2806972.568559,3433186.487275,125.599401,0.000050
43,148.471844,32.776997,-4575510.745322,2806969.926863,3433193.212496,125.599401,0.000030
44,148.471844,32.776997,-4575511.882879,2806970.869421,3433190.941117,125.599401,0.000022
45,148.471844,32.776997,-4575513.020434,2806971.811979,3433188.669738,125.599401,0.000011
46,148.471844,32.776997,-4575512.143805,2806971.198049,3433190.328814,125.599401,0.000010
47,148.471844,32.776997,-4575512.285999,2806971.315869,3433190.044891,125.599401,0.000010
48,148.471844,32.776997,-4575511.468736,2806970.807343,3433191.539777,125.599401,0.000005
49,148.471844,32.776997,-4575512.132074,2806971.244543,3433190.306585,125.599401,0.000002
50,148.471844,32.776997,-4575511.652345,2806970.931370,3433191.195989,125.599401,0.000002
51,148.471844,32.776996,-4575511.744149,2806970.993384,3433191.024094,125.534843,0.000001
52,148.471844,32.776996,-4575511.818179,2806971.040670,3433190.887691,125.534843,0.000001
53,148.471844,32.776996,-4575511.855194,2806971.064314,3433190.819489,125.534843,0.000000
54,148.471844,32.776996,-4575511.903685,2806971.095708,3433190.729800,125.534843,0.000000
55,148.471844,32.776996,-4575511.897947,2806971.091833,3433190.740543,125.534843,0.000000
