Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size69,124.769104,17.332703,-3473131.688697,5002936.020063,1888013.629024,1902252.834223,0.000000
71,154.994812,-68.175087,-2155180.795914,1005214.899198,-5898380.896128,1269623.101695,0.000000
62,59.430984,-52.899342,1960875.268461,3319755.031318,-5063794.234335,1552457.060277,0.000000
144,-107.252655,2.165787,-1890322.797875,-6086838.335528,239424.419149,2260013.787423,0.000000
75,-149.136414,64.227463,-2386987.598265,-1426522.994618,5720785.594544,1754328.836984,0.000000
130,-35.130059,-35.565193,4248071.943661,-2988925.673100,-3689054.221068,2098231.347414,0.000000
73,-64.994957,-39.122864,2094355.501689,-4490327.959763,-4002908.023339,2149536.711039,0.000000
125,68.834411,-78.527661,459518.351744,1186822.704756,-6228919.461588,1435688.424717,0.000000
76,167.535400,13.595970,-6054403.049186,1338304.793625,1489571.027355,1580551.767758,0.000000
78,153.071852,-89.716952,-28186.782956,14317.387237,-6356674.224252,1885241.124257,0.000000
74,59.330368,-63.699081,1445430.511779,2437324.240650,-5694930.712892,1625492.756859,0.000000
72,35.070267,19.904572,4910230.758904,3447162.595908,2157766.603998,1792408.196037,0.000000
74,113.611725,14.165154,-2477497.054864,5667605.030290,1550705.251120,2136177.990146,0.000000
69,-53.639862,-5.976753,3760916.386931,-5108620.240951,-659701.210940,2142760.249005,0.000000
69,95.893860,-59.086109,-337309.573331,3267501.882919,-5448870.374665,1468998.972282,0.000000
75,120.064697,-34.163204,-2646721.550908,4572325.026187,-3561440.391226,1760784.469072,0.000000
99,-146.431860,73.853486,-1482504.444665,-983785.791890,6104411.369010,2045906.553975,0.000000
90,148.271270,-33.006146,-4554183.319828,2815876.642401,-3454731.858483,1714.825943,0.000000
66,123.651794,40.464752,-2692795.447820,4045045.020406,4117382.837466,1496328.789082,0.000000
91,146.681213,-61.643364,-2537994.212660,1668342.099324,-5589747.237875,1398194.277737,0.000000
78,-68.441238,-45.511963,1645162.863735,-4163960.718823,-4527401.018666,2166480.127136,0.000000
82,-110.006195,-48.641312,-1444594.350227,-3967655.493526,-4764295.550285,2147178.870043,0.000000
112,-97.984108,1.373894,-885660.215029,-6314507.702916,151903.039315,2154825.327558,0.000000
76,-48.506020,-28.521812,3715756.279311,-4200787.693579,-3027441.070830,2098598.627946,0.000000
81,-31.710342,82.775131,684651.824859,-423020.331474,6305944.939059,1747758.508643,0.000000
73,-128.600739,61.744812,-1888687.890591,-2365855.911266,5595108.035397,2178130.344355,0.000000
66,71.793488,-74.128799,546679.109846,1662097.217258,-6112885.498647,1223302.315947,0.000000
116,10.023911,-42.749489,4619282.865187,816491.988620,-4307107.227238,1480442.172890,0.000000
74,2.013748,-31.083160,5463860.336552,192114.874891,-3273793.157516,1636027.693613,0.000000
65,20.049362,53.110764,3604307.169896,1315378.220115,5077952.302791,1474293.259598,0.000000
63,122.335876,-44.829121,-2423547.442918,3828363.468136,-4473900.559083,1563309.124450,0.000000
82,-21.111328,8.880852,5879188.297431,-2269925.526718,978144.433273,2050578.787963,0.000000
76,53.300323,60.613556,1875166.453504,2515758.438533,5534339.919625,1289142.497539,0.000000
92,146.743803,19.172725,-5039551.035058,3304853.857549,2081417.884892,929180.961994,0.000000
58,-55.581581,-26.565796,3226664.942006,-4709177.082117,-2835267.023775,2234375.211119,0.000000
64,-118.569885,-73.823444,-852421.063348,-1565407.948255,-6103478.118612,1936505.431464,0.000000
69,123.499115,-48.379086,-2342531.286781,3539297.489844,-4744977.716194,1604704.101623,0.000000
62,82.944374,83.383850,90565.921158,731726.559118,6314135.988392,1708296.143395,0.000000
72,22.785873,-57.919098,3130696.427947,1315115.406745,-5380957.424892,1516526.361701,0.000000
59,144.525696,68.481857,-1910754.419857,1361635.373502,5911016.784475,1105232.954112,0.000000
67,152.953491,63.041809,-2582124.368829,1318299.317720,5662092.260934,1854145.285350,0.000000
60,93.043762,-33.546150,-282551.007806,5313735.821724,-3504601.556903,2368193.170692,0.000000
95,-74.433899,20.617928,1602610.605799,-5753045.338326,2231853.399274,2382686.385437,0.000000
56,156.271179,-56.028973,-3270177.637651,1437469.985532,-5266245.445073,1014101.887916,0.000000
65,-159.335312,-76.629265,-1384447.984099,-522164.448296,-6183332.791196,1747974.465843,0.000000
90,-7.623047,61.269592,3046655.861457,-407758.066678,5569844.920828,1959065.201776,0.000000
85,-101.259140,55.718643,-703038.709701,-3531469.957327,5246861.230555,1959618.170624,0.000000
