Iteration,Longitude(deg),Latitude(deg),X(m),Y(m),Z(m),Error,Step Size69,124.769104,17.332703,-3473131.688697,5002936.020063,1888013.629024,1902252.834223,0.000000
69,57.740250,76.279236,810049.597038,1283366.917479,6174180.719716,1242482.758574,0.000000
70,-88.389931,78.564255,35646.276197,-1268171.242544,6229730.798813,1734307.822241,0.000000
95,147.326447,38.353703,-4215671.182474,2703665.759827,3936307.191074,1131776.170277,0.000000
77,-139.565948,80.663551,-790171.255880,-673298.611076,6271986.359648,1605431.875984,0.000000
85,77.140640,25.917789,1277555.570592,5596338.338134,2770872.873294,1963899.702587,0.000000
85,-82.077782,10.796875,863629.267675,-6206162.073815,1186942.948552,2232838.072375,0.000000
65,66.672531,26.676804,2258328.229789,5236867.076625,2846262.520989,2193040.064958,0.000000
60,120.906799,-86.257355,-214562.954324,358412.042841,-6343104.261827,2028227.857709,0.000000
61,-0.048645,70.239487,2162801.154504,-1836.252697,5980125.597503,1909608.955643,0.000000
67,42.539108,47.276672,3194201.890367,2930960.223476,4662687.739493,1372627.803339,0.000000
78,-160.152267,78.366135,-1213696.474456,-438100.136419,6225307.639349,1641301.809711,0.000000
95,148.271267,-33.006143,-4554183.338237,2815876.981363,-3454731.559948,1714.825944,0.000000
64,78.949860,-65.077553,516568.123009,2645151.880013,-5761358.751635,1311583.328405,0.000000
77,147.354523,-62.105209,-2519202.992136,1613916.332151,-5614010.373269,1443760.730418,0.000000
54,-10.550705,-83.695938,690797.404888,-128664.168718,-6318057.442667,1976153.654827,0.000000
75,79.099472,-64.724667,516396.813461,2681477.562784,-5744669.903876,1261688.625337,0.000000
77,31.491852,-55.816010,3062786.053449,1876278.625916,-5252959.625246,1515204.446511,0.000000
64,-24.556992,2.571045,5795423.183110,-2648091.559637,284197.945744,2268600.765851,0.000000
84,148.271278,-33.006097,-4554185.548704,2815877.064325,-3454726.762569,1714.825944,0.000000
123,146.174866,49.302353,-3461694.550196,2319602.271608,4812551.980395,769121.142846,0.000000
61,14.625290,26.554337,5524144.425059,1441535.897256,2834131.358168,1469312.942344,0.000000
80,48.538422,-3.092117,4216969.852054,4772862.810706,-341746.016368,1816663.372084,0.000000
73,45.359255,-77.883919,943692.748767,955601.840121,-6214229.152812,1391662.649821,0.000000
77,-30.453339,-41.661999,4113697.240981,-2418642.425461,-4217630.908884,2132583.769642,0.000000
72,165.967896,48.607666,-4099182.742726,1024481.064017,4761822.467154,1617429.765379,0.000000
85,148.271348,33.000934,-4554191.049206,2815872.875250,3454045.502332,1715.646142,0.000000
66,25.671722,14.418526,5568648.862894,2676625.616239,1577871.214386,1534940.880207,0.000000
79,-25.169327,-45.677681,4040183.410602,-1898524.826936,-4540288.932244,2202724.923096,0.000000
57,-70.884933,66.061768,849842.610272,-2452113.456887,5806745.593524,2394161.446739,0.000000
133,-85.541702,64.498039,214044.939178,-2745242.477574,5733836.972320,2155005.546181,0.000000
62,126.501038,75.475250,-954515.494442,1289904.802175,6152282.786000,1653384.188851,0.000000
60,114.557861,-48.224442,-1769317.970013,3872046.863079,-4733538.930235,1482541.327974,0.000000
223,149.987104,-46.236586,-3826785.467161,2210544.227471,-4583476.163334,792086.936509,0.000000
78,86.248810,11.385918,409123.468956,6240031.764053,1250882.815568,2287375.708911,0.000000
59,-168.087128,74.150208,-1709760.227553,-360704.191199,6113538.498440,2128295.137215,0.000000
64,-47.015625,49.021774,2857151.260520,-3065595.291263,4792147.058853,2064287.052352,0.000000
66,75.361046,-83.703461,177374.667916,679058.837361,-6318149.637581,1726474.164575,0.000000
67,118.165894,54.564972,-1749402.651486,3267290.783534,5173456.542832,1436288.026012,0.000000
65,-129.944733,-12.122772,-4004342.993422,-4781549.415238,-1330684.112916,2203948.372731,0.000000
68,94.859619,-61.348274,-259746.291395,3055108.166563,-5574054.254929,1062952.068515,0.000000
55,157.175720,85.879578,-423817.205560,178367.719500,6340211.301759,1917024.131855,0.000000
74,161.291916,-56.574493,-3335566.726661,1129551.622049,-5299946.293042,1282550.117384,0.000000
66,83.615601,-19.849663,667357.752241,5964288.091338,-2152050.189619,2462683.729576,0.000000
61,178.201569,-76.967224,-1442204.142775,45283.568469,-6191949.153174,1675648.417181,0.000000
76,174.147766,-15.920105,-6103074.692479,625549.537493,-1738227.749409,1797166.897944,0.000000
65,120.047333,52.141731,-1964066.308211,3395381.747618,5012497.102516,1755855.289263,0.000000
72,32.829376,-47.289478,3641891.847862,2349682.759837,-4663653.556426,1562260.878722,0.000000
145,-3.692825,60.699921,3122834.602383,-201551.975739,5539055.606784,1864043.578780,0.000000
66,116.258331,72.491508,-851529.576779,1726098.390399,6060410.973209,1664590.657428,0.000000
80,-96.826988,2.651306,-757373.658131,-6326179.853966,293063.742536,2327909.042145,0.000000
67,-24.395187,-65.043297,2457649.117261,-1114590.181560,-5759748.288722,1828153.272272,0.000000
83,-171.590579,46.832405,-4324296.430842,-639283.105099,4629038.256142,2065640.269586,0.000000
65,11.184937,-24.399632,5701414.451039,1127352.831339,-2618657.146544,1565989.431961,0.000000
